CalculationName	AlloyChemistry	T	phase_name	#phases	x(AL)	x(AG)	G	H	S	Cp	f(@FCC_A1)	f(@HCP_A3)	f(@CUB_A13)	f(@LIQUID)	f(@BCC_A2)
		K			%	%	J/mole			J/(mole K)	mole/mole	mole/mole	mole/mole		
Point Calculation_618	14AG+86AL in x%	800	FCC_A1	##1	86.0	14.0	-35024.09359	14962.1906	62.48285523	30.47838182	1.0				
Point Calculation_619	16AG+84AL in x%	800	FCC_A1+HCP_A3	##2	84.0	16.0	-35658.88306	14874.88538	63.16721055	30.42724255	0.9915297512	0.008470248849			
Point Calculation_620	18AG+82AL in x%	800	FCC_A1+HCP_A3	##2	82.0	18.0	-36293.20443	14631.96241	63.65645856	30.37610276	0.9475342741	0.05246572595			
Point Calculation_621	20AG+80AL in x%	800	FCC_A1+HCP_A3	##2	80.0	20.0	-36927.52284	14389.04077	64.14570451	30.32496311	0.9035390493	0.09646095069			
Point Calculation_622	22AG+78AL in x%	800	FCC_A1+HCP_A3	##2	78.0	22.0	-37561.84607	14146.11717	64.63495406	30.27382311	0.8595434641	0.1404565359			
Point Calculation_623	24AG+76AL in x%	800	FCC_A1+HCP_A3	##2	76.0	24.0	-38196.16472	13903.19538	65.12420012	30.22268365	0.8155482085	0.1844517915			
Point Calculation_624	26AG+74AL in x%	800	FCC_A1+HCP_A3	##2	74.0	26.0	-38830.48748	13660.27299	65.61345059	30.17154366	0.7715529116	0.2284470884			
Point Calculation_625	28AG+72AL in x%	800	FCC_A1+HCP_A3	##2	72.0	28.0	-39464.8032	13417.3515	66.10269337	30.12040429	0.7275576549	0.2724423451			
Point Calculation_626	30AG+70AL in x%	800	FCC_A1+HCP_A3	##2	70.0	30.0	-40099.12584	13174.428	66.5919423	30.0692644	0.6835620788	0.3164379212			
Point Calculation_627	32AG+68AL in x%	800	FCC_A1+HCP_A3	##2	68.0	32.0	-40733.44518	12931.5059	67.08118885	30.0181247	0.6395667653	0.3604332347			
Point Calculation_628	34AG+66AL in x%	800	FCC_A1+HCP_A3	##2	66.0	34.0	-41367.76417	12688.58395	67.57043515	29.96698499	0.5955714795	0.4044285205			
Point Calculation_629	36AG+64AL in x%	800	FCC_A1+HCP_A3	##2	64.0	36.0	-42002.08089	12445.66231	68.059679	29.91584562	0.5515762121	0.4484237879			
Point Calculation_630	38AG+62AL in x%	800	FCC_A1+HCP_A3	##2	62.0	38.0	-42636.4064	12202.73848	68.5489311	29.8647053	0.5075806272	0.4924193728			
Point Calculation_631	40AG+60AL in x%	800	FCC_A1+HCP_A3	##2	60.0	40.0	-43270.72244	11959.81776	69.03817524	29.81356604	0.4635855714	0.5364144286			
Point Calculation_632	42AG+58AL in x%	800	FCC_A1+HCP_A3	##2	58.0	42.0	-43905.04146	11716.89584	69.52742162	29.76242635	0.4195902937	0.5804097063			
Point Calculation_633	44AG+56AL in x%	800	FCC_A1+HCP_A3	##2	56.0	44.0	-44539.3636	11473.97263	70.01667029	29.71128664	0.3755947758	0.6244052242			
Point Calculation_634	46AG+54AL in x%	800	FCC_A1+HCP_A3	##2	54.0	46.0	-45173.67911	11231.05257	70.5059146	29.66014709	0.331599875	0.668400125			
Point Calculation_635	48AG+52AL in x%	800	FCC_A1+HCP_A3	##2	52.0	48.0	-45808.00292	10988.12802	70.99516368	29.60900707	0.2876040604	0.7123959396			
Point Calculation_636	50AG+50AL in x%	800	FCC_A1+HCP_A3	##2	50.0	50.0	-46442.32489	10745.20527	71.48441271	29.55786728	0.2436086571	0.7563913429			
Point Calculation_637	52AG+48AL in x%	800	FCC_A1+HCP_A3	##2	48.0	52.0	-47076.63928	10502.28471	71.973655	29.50672788	0.1996135929	0.8003864071			
Point Calculation_638	54AG+46AL in x%	800	FCC_A1+HCP_A3	##2	46.0	54.0	-47710.95907	10259.3629	72.46290247	29.45558818	0.155618369	0.844381631			
Point Calculation_639	56AG+44AL in x%	800	FCC_A1+HCP_A3	##2	44.0	56.0	-48345.27741	10016.44124	72.95214831	29.40444876	0.1116231378	0.8883768622			
Point Calculation_640	58AG+42AL in x%	800	HCP_A3+FCC_A1	##2	42.0	58.0	-48979.59777	9773.51879	73.44139569	29.35330916	0.06762776368	0.9323722363			
Point Calculation_641	60AG+40AL in x%	800	HCP_A3+FCC_A1	##2	40.0	60.0	-49613.91723	9530.596686	73.93064239	29.30216935	0.02363245414	0.9763675459			
Point Calculation_642	62AG+38AL in x%	800	HCP_A3	##1	38.0	62.0	-50224.33687	9155.881634	74.22527313	29.2510295		1.0			
Point Calculation_643	64AG+36AL in x%	800	HCP_A3	##1	36.0	64.0	-50666.6572	8806.877533	74.34191842	29.19989011		1.0			
Point Calculation_644	66AG+34AL in x%	800	HCP_A3	##1	34.0	66.0	-50961.91845	8662.046932	74.52995673	29.14875046		1.0			
Point Calculation_645	68AG+32AL in x%	800	HCP_A3	##1	32.0	68.0	-51151.34258	8683.243694	74.79323285	29.09761057		1.0			
Point Calculation_646	70AG+30AL in x%	800	HCP_A3	##1	30.0	70.0	-51260.87924	8844.076463	75.13119462	29.04647109		1.0			
Point Calculation_647	72AG+28AL in x%	800	HCP_A3	##1	28.0	72.0	-51302.0286	9128.643571	75.53834021	28.99533125		1.0			
Point Calculation_648	74AG+26AL in x%	800	HCP_A3	##1	26.0	74.0	-51273.31101	9529.618045	76.00366131	28.94419196		1.0			
Point Calculation_649	76AG+24AL in x%	800	HCP_A3	##1	24.0	76.0	-51162.38206	10045.68248	76.51008068	28.89305185		1.0			
Point Calculation_650	78AG+22AL in x%	800	HCP_A3+FCC_A1	##2	22.0	78.0	-50987.84689	10388.33962	76.72023314	28.84191221	0.4232341789	0.5767658211			
Point Calculation_651	80AG+20AL in x%	800	FCC_A1+HCP_A3	##2	20.0	80.0	-50811.79763	10681.62898	76.86678326	28.79077236	0.9330548246	0.0669451754			
Point Calculation_652	82AG+18AL in x%	800	FCC_A1	##1	18.0	82.0	-50595.25909	10795.03435	76.7378668	28.73963276	1.0				
Point Calculation_653	84AG+16AL in x%	800	FCC_A1	##1	16.0	84.0	-50265.66211	10910.06847	76.46966322	28.68849312	1.0				
Point Calculation_654	86AG+14AL in x%	800	FCC_A1	##1	14.0	86.0	-49809.90165	11058.93945	76.08605136	28.63735328	1.0				
Point Calculation_655	88AG+12AL in x%	800	FCC_A1	##1	12.0	88.0	-49214.52679	11245.12212	75.57456113	28.5862138	1.0				
Point Calculation_656	90AG+10AL in x%	800	FCC_A1	##1	10.0	90.0	-48464.55003	11472.47357	74.92127949	28.53507403	1.0				
Point Calculation_657	92AG+8AL in x%	800	FCC_A1	##1	8.0	92.0	-47542.92671	11745.25801	74.1102309	28.48393433	1.0				
Point Calculation_658	94AG+6AL in x%	800	FCC_A1	##1	6.0	94.0	-46429.51931	12068.17168	73.12211373	28.43279484	1.0				
Point Calculation_659	96AG+4AL in x%	800	FCC_A1	##1	4.0	96.0	-45098.62466	12446.3677	71.93124045	28.38165517	1.0				
Point Calculation_660	98AG+2AL in x%	800	FCC_A1	##1	2.0	98.0	-43510.89904	12885.48099	70.49547504	28.33051533	1.0				
Point Calculation_661	100AG+0AL in x%	800	FCC_A1	##1		100.0	-41535.73952	13391.65311	68.65924079	28.27937567	1.0				
Point Calculation_662	0AG+100AL in x%	850	FCC_A1	##1	100.0		-32970.42526	15385.4141	56.88922277	31.86289272	1.0				
Point Calculation_663	2AG+98AL in x%	850	FCC_A1	##1	98.0	2.0	-33921.82877	15762.6838	58.45236772	31.79866378	1.0				
Point Calculation_664	4AG+96AL in x%	850	FCC_A1	##1	96.0	4.0	-34704.40348	16053.35492	59.71500988	31.7344352	1.0				
Point Calculation_665	6AG+94AL in x%	850	FCC_A1	##1	94.0	6.0	-35437.62277	16266.65467	60.82856169	31.67020589	1.0				
Point Calculation_666	8AG+92AL in x%	850	FCC_A1	##1	92.0	8.0	-36145.17292	16411.17197	61.83099398	31.60597693	1.0				
Point Calculation_667	10AG+90AL in x%	850	FCC_A1	##1	90.0	10.0	-36837.37296	16494.88273	62.74383022	31.54174779	1.0				
Point Calculation_668	12AG+88AL in x%	850	FCC_A1	##1	88.0	12.0	-37519.68784	16525.17424	63.58219068	31.47751958	1.0				
Point Calculation_669	14AG+86AL in x%	850	FCC_A1+LIQUID	##2	86.0	14.0	-38197.08815	17344.87566	65.34348684	31.32732018	0.8996001916			0.1003998084	
Point Calculation_670	16AG+84AL in x%	850	FCC_A1+LIQUID	##2	84.0	16.0	-38874.35391	18379.73981	67.35775732	31.15452426	0.7728109111			0.2271890889	
Point Calculation_671	18AG+82AL in x%	850	FCC_A1+LIQUID	##2	82.0	18.0	-39551.61839	19414.6019	69.37202387	30.98172845	0.6460218828			0.3539781172	
Point Calculation_672	20AG+80AL in x%	850	FCC_A1+LIQUID	##2	80.0	20.0	-40228.88143	20449.46172	71.38628607	30.80893305	0.5192331321			0.4807668679	
Point Calculation_673	22AG+78AL in x%	850	LIQUID+FCC_A1	##2	78.0	22.0	-40906.14818	21484.32753	73.40055966	30.63613666	0.3924436513			0.6075563487	
Point Calculation_674	24AG+76AL in x%	850	LIQUID+FCC_A1	##2	76.0	24.0	-41583.41342	22519.19071	75.41482839	30.4633407	0.2656544881			0.7343455119	
Point Calculation_675	26AG+74AL in x%	850	LIQUID+FCC_A1	##2	74.0	26.0	-42260.67782	23554.05251	77.42909451	30.29054499	0.1388654918			0.8611345082	
Point Calculation_676	28AG+72AL in x%	850	LIQUID+FCC_A1	##2	72.0	28.0	-42937.94354	24588.91658	79.44336485	30.11774916	0.01207622191			0.9879237781	
Point Calculation_677	30AG+70AL in x%	850	LIQUID	##1	70.0	30.0	-43612.0011	24506.48059	80.13939021	30.06888392				1.0	
Point Calculation_678	32AG+68AL in x%	850	LIQUID	##1	68.0	32.0	-44278.23092	24299.43823	80.67961076	30.03306484				1.0	
Point Calculation_679	34AG+66AL in x%	850	LIQUID	##1	66.0	34.0	-44936.32268	24085.84574	81.20255108	29.99724629				1.0	
Point Calculation_680	36AG+64AL in x%	850	LIQUID+HCP_A3	##2	64.0	36.0	-45586.29126	23606.85649	81.40370323	29.97137257		0.02546873535		0.9745312647	
Point Calculation_681	38AG+62AL in x%	850	LIQUID+HCP_A3	##2	62.0	38.0	-46234.23809	22590.0934	80.96980175	29.96602304		0.1034939622		0.8965060378	
Point Calculation_682	40AG+60AL in x%	850	LIQUID+HCP_A3	##2	60.0	40.0	-46882.18493	21573.33074	80.53590079	29.96067369		0.1815191474		0.8184808526	
Point Calculation_683	42AG+58AL in x%	850	LIQUID+HCP_A3	##2	58.0	42.0	-47530.13117	20556.56749	80.10199844	29.95532415		0.2595444109		0.7404555891	
Point Calculation_684	44AG+56AL in x%	850	LIQUID+HCP_A3	##2	56.0	44.0	-48178.07396	19539.81331	79.66810267	29.9499746		0.3375688994		0.6624311006	
Point Calculation_685	46AG+54AL in x%	850	LIQUID+HCP_A3	##2	54.0	46.0	-48826.02808	18523.03985	79.23419756	29.94462505		0.4155949004		0.5844050996	
Point Calculation_686	48AG+52AL in x%	850	LIQUID+HCP_A3	##2	52.0	48.0	-49473.97082	17506.284	78.8002998	29.93927564		0.4936195542		0.5063804458	
Point Calculation_687	50AG+50AL in x%	850	HCP_A3+LIQUID	##2	50.0	50.0	-50121.92214	16489.51491	78.36639653	29.93392588		0.5716452194		0.4283547806	
Point Calculation_688	52AG+48AL in x%	850	HCP_A3+LIQUID	##2	48.0	52.0	-50769.87329	15472.74588	77.93249314	29.92857641		0.6496708851		0.3503291149	
Point Calculation_689	54AG+46AL in x%	850	HCP_A3+LIQUID	##2	46.0	54.0	-51417.81409	14455.9928	77.49859635	29.92322688		0.7276953336		0.2723046664	
Point Calculation_690	56AG+44AL in x%	850	HCP_A3+LIQUID	##2	44.0	56.0	-52065.75986	13439.23216	77.0646965	29.91787728		0.8057203565		0.1942796435	
Point Calculation_691	58AG+42AL in x%	850	HCP_A3+LIQUID	##2	42.0	58.0	-52713.70726	12422.469	76.6307956	29.91252756		0.8837455716		0.1162544284	
Point Calculation_692	60AG+40AL in x%	850	HCP_A3+LIQUID	##2	40.0	60.0	-53361.65418	11405.70659	76.19689502	29.90717828		0.9617707303		0.03822926971	
Point Calculation_693	62AG+38AL in x%	850	HCP_A3	##1	38.0	62.0	-53980.68622	10633.65308	76.01686977	29.87179809		1.0			
Point Calculation_694	64AG+36AL in x%	850	HCP_A3	##1	36.0	64.0	-54428.75431	10281.77772	76.13003769	29.80756901		1.0			
Point Calculation_695	66AG+34AL in x%	850	HCP_A3	##1	34.0	66.0	-54733.33297	10134.07587	76.31459863	29.74334053		1.0			
Point Calculation_696	68AG+32AL in x%	850	HCP_A3	##1	32.0	68.0	-54935.8364	10152.40138	76.57439739	29.67911145		1.0			
Point Calculation_697	70AG+30AL in x%	850	HCP_A3	##1	30.0	70.0	-55062.18663	10310.36289	76.90888178	29.61488269		1.0			
Point Calculation_698	72AG+28AL in x%	850	HCP_A3	##1	28.0	72.0	-55123.60876	10592.05872	77.31254998	29.55065347		1.0			
Point Calculation_699	74AG+26AL in x%	850	HCP_A3	##1	26.0	74.0	-55118.07272	10990.16193	77.77439371	29.48642472		1.0			
Point Calculation_700	76AG+24AL in x%	850	HCP_A3	##1	24.0	76.0	-55032.38023	11503.35512	78.2773357	29.42219614		1.0			
Point Calculation_701	78AG+22AL in x%	850	HCP_A3+FCC_A1	##2	22.0	78.0	-54869.60851	11887.4731	78.53774306	29.35796696	0.3925759659	0.6074240341			
Point Calculation_702	80AG+20AL in x%	850	FCC_A1+HCP_A3	##2	20.0	80.0	-54700.33465	12160.8546	78.66022265	29.2937383	0.9947580468	0.005241953196			
Point Calculation_703	82AG+18AL in x%	850	FCC_A1	##1	18.0	82.0	-54476.39304	12244.09322	78.49468972	29.22950941	1.0				
Point Calculation_704	84AG+16AL in x%	850	FCC_A1	##1	16.0	84.0	-54133.30137	12356.25608	78.22300877	29.16528067	1.0				
Point Calculation_705	86AG+14AL in x%	850	FCC_A1	##1	14.0	86.0	-53658.27581	12502.2558	77.83591954	29.10105207	1.0				
Point Calculation_706	88AG+12AL in x%	850	FCC_A1	##1	12.0	88.0	-53037.24193	12685.56722	77.32095193	29.03682295	1.0				
Point Calculation_707	90AG+10AL in x%	850	FCC_A1	##1	10.0	90.0	-52254.51658	12910.04741	76.66419292	28.97259385	1.0				
Point Calculation_708	92AG+8AL in x%	850	FCC_A1	##1	8.0	92.0	-51292.25633	13179.96059	75.84966696	28.9083649	1.0				
Point Calculation_709	94AG+6AL in x%	850	FCC_A1	##1	6.0	94.0	-50129.35855	13500.003	74.85807242	28.8441363	1.0				
Point Calculation_710	96AG+4AL in x%	850	FCC_A1	##1	4.0	96.0	-48738.83573	13875.32777	73.66372176	28.77990736	1.0				
Point Calculation_711	98AG+2AL in x%	850	FCC_A1	##1	2.0	98.0	-47079.23733	14311.5698	72.22447899	28.71567823	1.0				
Point Calculation_712	100AG+0AL in x%	850	FCC_A1	##1		100.0	-45012.1816	14814.87066	70.38476736	28.65144966	1.0				
Point Calculation_713	0AG+100AL in x%	900	FCC_A1	##1	100.0		-35861.39989	17007.73308	58.74348107	33.05807034	1.0				
Point Calculation_714	2AG+98AL in x%	900	FCC_A1	##1	98.0	2.0	-36890.86063	17381.39915	60.30251088	32.97763237	1.0				
Point Calculation_715	4AG+96AL in x%	900	FCC_A1+LIQUID	##2	96.0	4.0	-37736.54144	17813.39016	61.72214623	32.87233548	0.9840819941			0.01591800589	
Point Calculation_716	6AG+94AL in x%	900	FCC_A1+LIQUID	##2	94.0	6.0	-38550.13755	20840.70016	65.98981968	32.31531402	0.6789111392			0.3210888608	
Point Calculation_717	8AG+92AL in x%	900	LIQUID+FCC_A1	##2	92.0	8.0	-39363.73385	23868.00815	70.25749112	31.75829248	0.3737404783			0.6262595217	
Point Calculation_718	10AG+90AL in x%	900	LIQUID+FCC_A1	##2	90.0	10.0	-40177.32964	26895.3329	74.5251806	31.20126859	0.06856817125			0.9314318287	
Point Calculation_719	12AG+88AL in x%	900	LIQUID	##1	88.0	12.0	-40985.03926	27494.74195	76.08864579	31.04478565				1.0	
Point Calculation_720	14AG+86AL in x%	900	LIQUID	##1	86.0	14.0	-41775.39222	27377.03066	76.83602543	31.00438042				1.0	
Point Calculation_721	16AG+84AL in x%	900	LIQUID	##1	84.0	16.0	-42550.50505	27245.60934	77.55123822	30.96397503				1.0	
Point Calculation_722	18AG+82AL in x%	900	LIQUID	##1	82.0	18.0	-43312.28228	27101.77903	78.2378459	30.92356959				1.0	
Point Calculation_723	20AG+80AL in x%	900	LIQUID	##1	80.0	20.0	-44062.15162	26946.56699	78.89857624	30.8831642				1.0	
Point Calculation_724	22AG+78AL in x%	900	LIQUID	##1	78.0	22.0	-44801.20474	26780.79843	79.53555908	30.84275862				1.0	
Point Calculation_725	24AG+76AL in x%	900	LIQUID	##1	76.0	24.0	-45530.2729	26605.16238	80.15048365	30.8023534				1.0	
Point Calculation_726	26AG+74AL in x%	900	LIQUID	##1	74.0	26.0	-46249.9654	26420.27213	80.74470836	30.76194817				1.0	
Point Calculation_727	28AG+72AL in x%	900	LIQUID	##1	72.0	28.0	-46960.68631	26226.71978	81.31934011	30.72154278				1.0	
Point Calculation_728	30AG+70AL in x%	900	LIQUID	##1	70.0	30.0	-47662.63814	26025.12516	81.87529255	30.68113771				1.0	
Point Calculation_729	32AG+68AL in x%	900	LIQUID	##1	68.0	32.0	-48355.8232	25816.17696	82.41333352	30.64073201				1.0	
Point Calculation_730	34AG+66AL in x%	900	LIQUID	##1	66.0	34.0	-49040.00806	25600.67811	82.93409574	30.60032669				1.0	
Point Calculation_731	36AG+64AL in x%	900	LIQUID	##1	64.0	36.0	-49714.7416	25379.56824	83.43812204	30.55992131				1.0	
Point Calculation_732	38AG+62AL in x%	900	LIQUID	##1	62.0	38.0	-50379.32097	25153.95562	83.92586288	30.51951588				1.0	
Point Calculation_733	40AG+60AL in x%	900	LIQUID	##1	60.0	40.0	-51032.77908	24925.13673	84.39768423	30.47911047				1.0	
Point Calculation_734	42AG+58AL in x%	900	LIQUID	##1	58.0	42.0	-51673.86776	24694.61131	84.85386563	30.43870491				1.0	
Point Calculation_735	44AG+56AL in x%	900	LIQUID	##1	56.0	44.0	-52301.0411	24464.09191	85.29459224	30.39829929				1.0	
Point Calculation_736	46AG+54AL in x%	900	LIQUID+HCP_A3	##2	54.0	46.0	-52916.84118	23357.68149	84.74946963	30.40488819		0.08638000546		0.9136199945	
Point Calculation_737	48AG+52AL in x%	900	LIQUID+HCP_A3	##2	52.0	48.0	-53532.02005	21915.08895	83.83012111	30.42949518		0.2058794492		0.7941205508	
Point Calculation_738	50AG+50AL in x%	900	LIQUID+HCP_A3	##2	50.0	50.0	-54147.19892	20472.49718	82.91077345	30.45410221		0.3253788169		0.6746211831	
Point Calculation_739	52AG+48AL in x%	900	LIQUID+HCP_A3	##2	48.0	52.0	-54762.37715	19029.9062	81.99142595	30.47870939		0.4448781307		0.5551218693	
Point Calculation_740	54AG+46AL in x%	900	LIQUID+HCP_A3	##2	46.0	54.0	-55377.56034	17587.30545	81.07207309	30.50331638		0.5643782212		0.4356217788	
Point Calculation_741	56AG+44AL in x%	900	LIQUID+HCP_A3	##2	44.0	56.0	-55992.73465	16144.72126	80.15272879	30.5279234		0.6838770161		0.3161229839	
Point Calculation_742	58AG+42AL in x%	900	HCP_A3+LIQUID	##2	42.0	58.0	-56607.91466	14702.12644	79.233379	30.55253053		0.8033766425		0.1966233575	
Point Calculation_743	60AG+40AL in x%	900	HCP_A3+LIQUID	##2	40.0	60.0	-57223.09325	13259.53471	78.31403106	30.57713748		0.9228760176		0.07712398244	
Point Calculation_744	62AG+38AL in x%	900	HCP_A3	##1	38.0	62.0	-57824.94322	12144.25996	77.74355909	30.56449482		1.0			
Point Calculation_745	64AG+36AL in x%	900	HCP_A3	##1	36.0	64.0	-58278.56971	11788.78099	77.85261189	30.48405671		1.0			
Point Calculation_746	66AG+34AL in x%	900	HCP_A3	##1	34.0	66.0	-58592.27642	11637.47552	78.03305771	30.40361878		1.0			
Point Calculation_747	68AG+32AL in x%	900	HCP_A3	##1	32.0	68.0	-58807.66979	11652.19742	78.28874135	30.32318095		1.0			
Point Calculation_748	70AG+30AL in x%	900	HCP_A3	##1	30.0	70.0	-58950.64423	11806.55532	78.61911061	30.24274288		1.0			
Point Calculation_749	72AG+28AL in x%	900	HCP_A3	##1	28.0	72.0	-59032.14977	12084.64752	79.01866365	30.16230518		1.0			
Point Calculation_750	74AG+26AL in x%	900	BCC_A2	##1	26.0	74.0	-59065.04278	13566.64604	80.70187647	30.08186734					1.0
Point Calculation_751	76AG+24AL in x%	900	BCC_A2	##1	24.0	76.0	-59009.91487	13934.96589	81.04986752	30.0014291					1.0
Point Calculation_752	78AG+22AL in x%	900	BCC_A2+FCC_A1	##2	22.0	78.0	-58850.97219	13983.02995	80.92666904	29.92099145	0.3253299049				0.6746700951
Point Calculation_753	80AG+20AL in x%	900	FCC_A1+BCC_A2	##2	20.0	80.0	-58675.96226	13643.02876	80.35443446	29.84055317	0.9963338453				0.003666154724
Point Calculation_754	82AG+18AL in x%	900	FCC_A1	##1	18.0	82.0	-58443.54104	13718.66395	80.18022777	29.76011595	1.0				
Point Calculation_755	84AG+16AL in x%	900	FCC_A1	##1	16.0	84.0	-58086.76532	13827.22319	79.90443168	29.67967756	1.0				
Point Calculation_756	86AG+14AL in x%	900	FCC_A1	##1	14.0	86.0	-57592.2853	13969.6193	79.51322733	29.59923961	1.0				
Point Calculation_757	88AG+12AL in x%	900	FCC_A1	##1	12.0	88.0	-56945.40304	14149.3271	78.99414459	29.51880202	1.0				
Point Calculation_758	90AG+10AL in x%	900	FCC_A1	##1	10.0	90.0	-56129.73974	14370.20367	78.33327045	29.438364	1.0				
Point Calculation_759	92AG+8AL in x%	900	FCC_A1	##1	8.0	92.0	-55126.65319	14636.51324	77.51462937	29.35792589	1.0				
Point Calculation_760	94AG+6AL in x%	900	FCC_A1	##1	6.0	94.0	-53914.07569	14952.95203	76.51891969	29.27748815	1.0				
Point Calculation_761	96AG+4AL in x%	900	FCC_A1	##1	4.0	96.0	-52463.73533	15324.67319	75.32045391	29.19705014	1.0				
Point Calculation_762	98AG+2AL in x%	900	FCC_A1	##1	2.0	98.0	-50732.0748	15757.3116	73.877096	29.11661235	1.0				
Point Calculation_763	100AG+0AL in x%	900	FCC_A1	##1		100.0	-48572.93348	16257.00884	72.03326925	29.03617436	1.0				
Point Calculation_764	0AG+100AL in x%	950	LIQUID	##1	100.0		-39033.5504	29364.7914	71.99825453	31.74819173				1.0	
Point Calculation_765	2AG+98AL in x%	950	LIQUID	##1	98.0	2.0	-40251.85127	29380.34906	73.29705297	31.70828026				1.0	
Point Calculation_766	4AG+96AL in x%	950	LIQUID	##1	96.0	4.0	-41266.45174	29363.92064	74.3477604	31.6683688				1.0	
Point Calculation_767	6AG+94AL in x%	950	LIQUID	##1	94.0	6.0	-42211.29219	29320.26958	75.29638082	31.62845697				1.0	
Point Calculation_768	8AG+92AL in x%	950	LIQUID	##1	92.0	8.0	-43113.34371	29253.33733	76.17545373	31.5885457				1.0	
Point Calculation_769	10AG+90AL in x%	950	LIQUID	##1	90.0	10.0	-43984.70186	29166.34885	77.00110601	31.54863439				1.0	
Point Calculation_770	12AG+88AL in x%	950	LIQUID	##1	88.0	12.0	-44832.09874	29061.91247	77.78316969	31.50872257				1.0	
Point Calculation_771	14AG+86AL in x%	950	LIQUID	##1	86.0	14.0	-45659.76396	28942.11407	78.52829266	31.46881112				1.0	
Point Calculation_772	16AG+84AL in x%	950	LIQUID	##1	84.0	16.0	-46470.58069	28808.60565	79.24124878	31.42890004				1.0	
Point Calculation_773	18AG+82AL in x%	950	LIQUID	##1	82.0	18.0	-47266.63158	28662.68822	79.92559979	31.38898817				1.0	
Point Calculation_774	20AG+80AL in x%	950	LIQUID	##1	80.0	20.0	-48049.4807	28505.38907	80.58407345	31.34907672				1.0	
Point Calculation_775	22AG+78AL in x%	950	LIQUID	##1	78.0	22.0	-48820.32624	28337.5334	81.21879962	31.30916508				1.0	
Point Calculation_776	24AG+76AL in x%	950	LIQUID	##1	76.0	24.0	-49580.08395	28159.81023	81.83146755	31.26925381				1.0	
Point Calculation_777	26AG+74AL in x%	950	LIQUID	##1	74.0	26.0	-50329.43118	27972.83281	82.42343577	31.22934251				1.0	
Point Calculation_778	28AG+72AL in x%	950	LIQUID	##1	72.0	28.0	-51068.82749	27777.19321	82.99581126	31.18943093				1.0	
Point Calculation_779	30AG+70AL in x%	950	LIQUID	##1	70.0	30.0	-51798.52096	27573.51125	83.54950759	31.14951954				1.0	
Point Calculation_780	32AG+68AL in x%	950	LIQUID	##1	68.0	32.0	-52518.54525	27362.47774	84.08528736	31.10960817				1.0	
Point Calculation_781	34AG+66AL in x%	950	LIQUID	##1	66.0	34.0	-53228.71637	27144.89031	84.60379651	31.06969651				1.0	
Point Calculation_782	36AG+64AL in x%	950	LIQUID	##1	64.0	36.0	-53928.59441	26921.69335	85.10556606	31.02978509				1.0	
Point Calculation_783	38AG+62AL in x%	950	LIQUID	##1	62.0	38.0	-54617.50398	26693.99366	85.59105014	30.98987322				1.0	
Point Calculation_784	40AG+60AL in x%	950	LIQUID	##1	60.0	40.0	-55294.4963	26463.08768	86.06061473	30.94996194				1.0	
Point Calculation_785	42AG+58AL in x%	950	LIQUID	##1	58.0	42.0	-55958.33723	26230.47519	86.51453939	30.91005051				1.0	
Point Calculation_786	44AG+56AL in x%	950	LIQUID	##1	56.0	44.0	-56607.49012	25997.8687	86.95300928	30.87013884				1.0	
Point Calculation_787	46AG+54AL in x%	950	LIQUID	##1	54.0	46.0	-57240.09833	25767.19752	87.3761009	30.83022727				1.0	
Point Calculation_788	48AG+52AL in x%	950	LIQUID	##1	52.0	48.0	-57853.97127	25540.60502	87.78376451	30.79031585				1.0	
Point Calculation_789	50AG+50AL in x%	950	LIQUID	##1	50.0	50.0	-58446.56401	25320.44272	88.17579655	30.75040434				1.0	
Point Calculation_790	52AG+48AL in x%	950	LIQUID	##1	48.0	52.0	-59014.96547	25109.25596	88.55181203	30.7104927				1.0	
Point Calculation_791	54AG+46AL in x%	950	LIQUID+HCP_A3	##2	46.0	54.0	-59563.63648	23300.96613	87.22589748	30.7485966		0.1542998251		0.8457001749	
Point Calculation_792	56AG+44AL in x%	950	LIQUID+HCP_A3	##2	44.0	56.0	-60111.26405	20891.56508	85.26613593	30.81593465		0.3664206652		0.6335793348	
Point Calculation_793	58AG+42AL in x%	950	LIQUID+HCP_A3	##2	42.0	58.0	-60658.89061	18482.17639	83.30638631	30.88327264		0.5785403477		0.4214596523	
Point Calculation_794	60AG+40AL in x%	950	HCP_A3+LIQUID	##2	40.0	60.0	-61206.51753	16072.78324	81.34663239	30.95061058		0.7906604476		0.2093395524	
Point Calculation_795	62AG+38AL in x%	950	HCP_A3	##1	38.0	62.0	-61754.12793	13688.68927	79.41349179	31.01597385		1.0			
Point Calculation_796	64AG+36AL in x%	950	HCP_A3	##1	36.0	64.0	-62213.0898	13328.85547	79.51783713	30.93268107		1.0			
Point Calculation_797	66AG+34AL in x%	950	HCP_A3	##1	34.0	66.0	-62535.70155	13173.19518	79.6935755	30.84938802		1.0			
Point Calculation_798	68AG+32AL in x%	950	HCP_A3	##1	32.0	68.0	-62763.76185	13183.56227	79.9445517	30.76609502		1.0			
Point Calculation_799	70AG+30AL in x%	950	HCP_A3+BCC_A2	##2	30.0	70.0	-62924.55542	13586.80906	80.5382784	30.68280212		0.7966828676			0.2033171324
Point Calculation_800	72AG+28AL in x%	950	BCC_A2	##1	28.0	72.0	-63066.20754	14786.69148	81.95042002	30.59950928					1.0
